Long,Lat,Heading
-0.239911752,51.5222516,343.37
-0.239714113,51.52242554,329.41
-0.239537352,51.52267076,304.06
-0.239432876,51.52296547,273.07
-0.239396043,51.52322404,248.19
-0.239410435,51.52351173,225.53
